지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
131,청주,2024-02-08,1.4,,0.9,62.6,,,2.9,
131,청주,2024-02-09,1.6,,1,58,,,3,
131,청주,2024-02-10,2,0,0.9,61.9,,,1.4,
131,청주,2024-02-11,1.3,0,0.9,63.4,,,3.3,
131,청주,2024-02-12,4.4,,0.9,52.9,,,0.5,
131,청주,2024-02-13,8.9,,1.2,58,,,4.3,
131,청주,2024-02-14,13.6,0,1,68.4,,,6.1,
131,청주,2024-02-15,6.4,1.9,1.6,76.1,,,8.8,
131,청주,2024-02-16,3.9,,1.1,56.8,,,0.9,
131,청주,2024-02-17,6.2,,0.8,59.8,,,1.1,
131,청주,2024-02-18,6.4,21.7,0.5,76.4,,,7.1,
131,청주,2024-02-19,10.4,13.3,1.2,91,,,9.9,1.5
131,청주,2024-02-20,5.8,4.3,1.7,80.9,,,9.8,
131,청주,2024-02-21,4.4,20.3,2.5,84.6,,,10,
131,청주,2024-02-22,1.2,6.1,3.3,86.5,0.5,0.5,9.9,
131,청주,2024-02-23,2.9,0,3.2,66.9,,,8.3,
131,청주,2024-02-24,2.9,1.9,2.6,62,,,8,
131,청주,2024-02-25,2.8,0.9,1.3,81.9,,,8.4,
131,청주,2024-02-26,4.2,,1.2,67.4,,,5,
131,청주,2024-02-27,5.4,,1.9,48.9,,,5.6,
131,청주,2024-02-28,6.9,,1.1,49.8,,,6.3,
131,청주,2024-02-29,5.5,0.1,1.3,62.3,,,8.4,
131,청주,2024-03-01,-2.3,,2.7,35.9,,,1.6,
131,청주,2024-03-02,-0.6,,1.8,47.4,,,2,
131,청주,2024-03-03,6,0,1.9,64,,,4.9,
131,청주,2024-03-04,7.2,,1.1,60.8,,,8.6,5.58
131,청주,2024-03-05,7.4,1.1,2.4,70.5,,,9.5,
131,청주,2024-03-06,7.3,,2.1,56.1,,,4.1,
131,청주,2024-03-07,5.4,0,1.9,47.9,,,4.9,
131,청주,2024-03-08,3.6,0,2.4,42.8,,,1.9,
131,청주,2024-03-09,2.8,,1.3,39.4,,,0,
131,청주,2024-03-10,5.2,,0.9,36.6,,,1,
131,청주,2024-03-11,7,0,1.1,52.1,,,6,
131,청주,2024-03-12,6.6,1,0.9,73,,,6.8,
131,청주,2024-03-13,7.4,,1.5,50.9,,,0.8,
131,청주,2024-03-14,9.1,,1.3,51.1,,,0.3,
131,청주,2024-03-15,10.5,,1.2,45.9,,,0,
131,청주,2024-03-16,12.2,0,1.3,42.5,,,4.1,
131,청주,2024-03-17,9.7,,2.2,47.1,,,7.5,
131,청주,2024-03-18,8.5,,1.2,29,,,3,
131,청주,2024-03-19,7.5,0,2.5,51.3,,,7.9,
131,청주,2024-03-20,5.1,,2.4,43.3,,,0.9,
131,청주,2024-03-21,5.9,,1.4,47.4,,,2.1,
131,청주,2024-03-22,10.9,1.1,1.5,52,,,7.8,
131,청주,2024-03-23,15.2,0,1.1,56.3,,,5,
131,청주,2024-03-24,15.7,,1.6,36.8,,,5.6,
131,청주,2024-03-25,10.9,6.1,2.5,63.8,,,9.6,
131,청주,2024-03-26,7,17.7,2.6,73.6,,,6.5,
131,청주,2024-03-27,11.1,,0.9,61,,,5.9,
131,청주,2024-03-28,10.2,10.9,1,83.1,,,9.3,
131,청주,2024-03-29,9.8,0,2.2,73.1,,,3.1,
131,청주,2024-03-30,10.6,,1.3,59.5,,,2.5,
131,청주,2024-03-31,11.4,,1.1,43.6,,,2.6,
131,청주,2024-04-01,13.6,,0.9,35.3,,,0.1,
131,청주,2024-04-02,17.2,0,0.8,39.5,,,6.9,
131,청주,2024-04-03,14.9,11.4,1.9,82.1,,,9.8,
131,청주,2024-04-04,14.7,0,1.8,62.1,,,8.9,
131,청주,2024-04-05,14.5,,1.4,51.4,,,6.8,
131,청주,2024-04-06,14,,0.8,52,,,5.3,
131,청주,2024-04-07,16.4,,0.9,39.9,,,3.8,
131,청주,2024-04-08,16.9,,1,38.1,,,7.9,
131,청주,2024-04-09,15.8,,2.2,41.4,,,0.5,
131,청주,2024-04-10,14.6,,1.4,50.9,,,7.1,
131,청주,2024-04-11,16.9,,1.1,53.9,,,5,
131,청주,2024-04-12,18.3,,1,52.9,,,1.4,
131,청주,2024-04-13,20,,1.3,47.3,,,0,
131,청주,2024-04-14,21.7,,1.3,39.8,,,3.9,
131,청주,2024-04-15,17.2,12.3,1.5,73.6,,,9.5,
131,청주,2024-04-16,15.4,2.9,1.9,67.1,,,4.3,
131,청주,2024-04-17,15.8,,1.5,57.8,,,6.4,
131,청주,2024-04-18,18.4,,1.1,42.6,,,0.1,
131,청주,2024-04-19,19.3,,1,41.9,,,4.9,
131,청주,2024-04-20,14.7,14.8,2.3,78.4,,,9.8,
131,청주,2024-04-21,16.9,0,2.3,69.9,,,9.6,
131,청주,2024-04-22,18.4,,1.6,50.6,,,4.5,
131,청주,2024-04-23,17.6,0,2.1,49.1,,,6.8,
131,청주,2024-04-24,14.4,6.4,1.8,71.5,,,7.3,
131,청주,2024-04-25,15.9,,1.2,62.6,,,3.9,
131,청주,2024-04-26,18.9,,1,54.3,,,3.5,
131,청주,2024-04-27,19.5,,1.1,47.1,,,0,
131,청주,2024-04-28,20.9,,0.9,44.8,,,6.4,
131,청주,2024-04-29,18.8,1.3,1.7,62,,,9.8,
131,청주,2024-04-30,17.7,,1.4,68.4,,,9,
131,청주,2024-05-01,17.6,,1.7,44.5,,,6,
131,청주,2024-05-02,18.1,,1.4,43.3,,,0,
131,청주,2024-05-03,19.8,,1,41.6,,,0,
131,청주,2024-05-04,21.7,,1,43.6,,,1.9,
131,청주,2024-05-05,18.8,37.2,1.1,80.4,,,10,
131,청주,2024-05-06,15.2,5.4,2.3,83.1,,,9.6,
131,청주,2024-05-07,13.6,13.4,1.9,86,,,9.9,
131,청주,2024-05-08,15.3,0.6,2.2,54.9,,,3.6,
131,청주,2024-05-09,17,,1.9,47.4,,,0,
131,청주,2024-05-10,18.9,,1.5,45.3,,,2.1,
131,청주,2024-05-11,19.4,15.5,1.9,63.5,,,7,
131,청주,2024-05-12,17.1,1.2,1.5,57.3,,,4.8,
131,청주,2024-05-13,18.7,,1.2,46.6,,,0,
131,청주,2024-05-14,19.9,,1.2,45.3,,,0,
131,청주,2024-05-15,14.6,14.8,1.7,65.5,,,4.9,
131,청주,2024-05-16,15.1,2.3,2.1,58,,,2.1,
131,청주,2024-05-17,19.9,,1.5,51.9,,,3.4,
131,청주,2024-05-18,21.7,,1.2,54.5,,,0.1,
131,청주,2024-05-19,22.5,,1.2,57.6,,,0.4,
131,청주,2024-05-20,20.5,,1.1,66.9,,,4.5,
131,청주,2024-05-21,21.5,,1.4,64.1,,,3.6,
131,청주,2024-05-22,22,,1.1,64.3,,,5.1,
131,청주,2024-05-23,22.4,,1.2,57,,,0.3,
131,청주,2024-05-24,21.3,,1.3,66.1,,,5.3,
131,청주,2024-05-25,21.2,,1.7,45.3,,,8.4,
131,청주,2024-05-26,21.3,32.2,1.2,66.5,,,7.4,
131,청주,2024-05-27,19.4,0.1,2,54.3,,,6,
131,청주,2024-05-28,20,,2.6,53.6,,,3.4,
131,청주,2024-05-29,22,,1.1,51,,,1.5,
131,청주,2024-05-30,22.2,0,1.1,52,,,8.9,
131,청주,2024-05-31,22,,1.7,47.1,,,3.4,
131,청주,2024-06-01,20.7,,1.9,55.1,,,4.4,
131,청주,2024-06-02,21.3,,1.4,47.5,,,1.6,
131,청주,2024-06-03,22.3,,1.6,48.3,,,1.9,
131,청주,2024-06-04,23.2,,1.7,42,,,0,
131,청주,2024-06-05,23.4,,1.3,52.1,,,5.4,
131,청주,2024-06-06,23.9,,1.3,54,,,5,
131,청주,2024-06-07,23.8,0,1.2,52.8,,,7.9,
131,청주,2024-06-08,21.2,2.5,1.1,77,,,7.3,
131,청주,2024-06-09,24.2,,1.1,64,,,4.3,
131,청주,2024-06-10,25.1,,1.9,60.1,,,2.3,
131,청주,2024-06-11,26.4,,1.3,54.9,,,1.4,
131,청주,2024-06-12,26.1,,1.4,47.4,,,1.5,
131,청주,2024-06-13,26.6,,1.2,46.6,,,1.1,
131,청주,2024-06-14,27.2,0,1.3,47,,,5.4,
131,청주,2024-06-15,25.2,1.4,1.2,63.1,,,7.1,
131,청주,2024-06-16,25.3,,1.7,52.1,,,3,
131,청주,2024-06-17,25.2,,1.2,48.3,,,6.5,
131,청주,2024-06-18,26.6,,1.3,47.6,,,0,
131,청주,2024-06-19,28.5,,1.4,49.5,,,5.8,
131,청주,2024-06-20,27.3,,1.5,44,,,5.5,
131,청주,2024-06-21,27.3,,1.2,51.5,,,6.3,
131,청주,2024-06-22,23.8,27.7,1.2,82.5,,,10,
131,청주,2024-06-23,25.3,4.1,1.6,78.8,,,8,
131,청주,2024-06-24,25.5,0,2,66,,,7.3,
131,청주,2024-06-25,23.5,,1.8,57.1,,,7.6,
131,청주,2024-06-26,25,,1.2,57.5,,,3.6,
131,청주,2024-06-27,25,,1.1,57.8,,,5.4,
131,청주,2024-06-28,26.2,,1.2,50.9,,,2.4,
131,청주,2024-06-29,26.2,44.9,1.5,68.5,,,8.9,
131,청주,2024-06-30,25.9,4.1,2.3,78.4,,,9.4,
131,청주,2024-07-01,27.5,,1.1,63,,,5.8,
131,청주,2024-07-02,24.9,76.8,1.1,81.3,,,9.8,
131,청주,2024-07-03,26.4,6.1,2.1,74.6,,,8.9,
131,청주,2024-07-04,28.5,,1.9,64.9,,,5.5,
131,청주,2024-07-05,26.9,2.3,2.6,64.9,,,7.6,
133,대전,2023-06-01,22.4,,1,63.9,,,8.6,
133,대전,2023-06-02,21.9,0,1.7,67.8,,,4.9,
133,대전,2023-06-03,21.9,,1.8,51.6,,,2.5,
133,대전,2023-06-04,22.6,,2.1,50.1,,,5.8,
133,대전,2023-06-05,21.5,,1.9,59.3,,,5.6,
133,대전,2023-06-06,21.4,,1.2,62.1,,,2.6,
133,대전,2023-06-07,21.7,,1.6,68,,,7.4,
133,대전,2023-06-08,22.3,0.3,1.4,69.6,,,5.4,
133,대전,2023-06-09,23.2,0.3,0.9,56.8,,,3.3,
133,대전,2023-06-10,23.3,1.3,1.3,63.1,,,6.8,
133,대전,2023-06-11,23.5,0,1.1,67.5,,,4.4,
133,대전,2023-06-12,23.3,,0.8,65,,,4.8,
133,대전,2023-06-13,22.8,,1.3,64,,,3.8,
133,대전,2023-06-14,22.6,,1.1,60.8,,,5.3,
133,대전,2023-06-15,22.3,,1.3,63.9,,,3.1,
133,대전,2023-06-16,24.4,,1.1,57.3,,,0.3,
133,대전,2023-06-17,25,,0.9,54.3,,,5.9,
133,대전,2023-06-18,26.1,,0.9,50.4,,,3.6,
133,대전,2023-06-19,27,,2.7,51.6,,,4.3,
133,대전,2023-06-20,23.7,2.9,3.9,61,,,7.9,
133,대전,2023-06-21,21.3,1.6,1.3,87.1,,,9.1,
133,대전,2023-06-22,22.9,,2.1,69.3,,,6.5,
133,대전,2023-06-23,25.7,,0.9,61.3,,,3.5,
133,대전,2023-06-24,27.1,,1.4,59.9,,,4,
133,대전,2023-06-25,26.7,0,2.8,58,,,6.6,
133,대전,2023-06-26,23.8,54.5,2,89.8,,,10,
133,대전,2023-06-27,26.1,25.3,2.3,70.8,,,6.3,
133,대전,2023-06-28,24.1,5.7,1.5,78.8,,,8.6,
133,대전,2023-06-29,24.6,50.8,1.6,88.1,,,9.9,
133,대전,2023-06-30,24.2,4.8,1.1,90.5,,,10,
133,대전,2023-07-01,27.3,,0.5,75.6,,,5.1,
133,대전,2023-07-02,27.5,,0.6,73.5,,,7,
133,대전,2023-07-03,28.4,,1.5,71,,,6,
133,대전,2023-07-04,24.7,80.2,1.7,87.3,,,9.5,
133,대전,2023-07-05,24.3,27.7,2.1,77.8,,,5,
133,대전,2023-07-06,26.4,,1.3,59.8,,,7.5,
133,대전,2023-07-07,21.6,68.7,1.1,87.6,,,9.6,
133,대전,2023-07-08,23.9,2.6,0.7,85.6,,,8.1,
133,대전,2023-07-09,26.4,0.1,1.2,81.6,,,7.3,
133,대전,2023-07-10,26.5,36.2,1.8,74.8,,,7,
133,대전,2023-07-11,23.6,39.6,0.9,89,,,9.3,
133,대전,2023-07-12,26.7,7.8,1.2,81.4,,,7.5,
133,대전,2023-07-13,25.2,9.5,1.3,90,,,9.9,
133,대전,2023-07-14,24.2,221.8,2.7,94.5,,,10,
133,대전,2023-07-15,23.2,105.6,2.3,93,,,10,
133,대전,2023-07-16,24.3,1.5,0.7,88.5,,,8.9,
133,대전,2023-07-17,25.4,30.9,1.1,87,,,9.4,
133,대전,2023-07-18,23,73,0.9,94.4,,,9.3,
133,대전,2023-07-19,26,,0.9,78,,,3.3,
133,대전,2023-07-20,26.8,,1.3,75.8,,,4.9,
133,대전,2023-07-21,27.6,,1.1,75,,,4.1,
133,대전,2023-07-22,25.3,1,2.4,78.4,,,6.3,
133,대전,2023-07-23,24.8,20.2,0.7,89.4,,,10,
133,대전,2023-07-24,26.1,5.1,0.9,82.3,,,8.4,
133,대전,2023-07-25,25.1,9.1,1.2,88,,,9.3,
133,대전,2023-07-26,25.9,3.7,1,83.8,,,7.6,
133,대전,2023-07-27,27.5,0.3,0.4,76.8,,,5.5,
133,대전,2023-07-28,28.4,0.1,0.3,76.1,,,4,
133,대전,2023-07-29,29.5,,1.4,70.3,,,1.3,
133,대전,2023-07-30,27.4,31.6,1.2,80.3,,,4.8,
133,대전,2023-07-31,27.8,,0.9,77.4,,,5.3,
133,대전,2023-08-01,29.5,,0.4,70.4,,,4.5,
133,대전,2023-08-02,29.1,0,0.7,72.6,,,4.8,
133,대전,2023-08-03,29.2,,0.8,67.5,,,2.9,
133,대전,2023-08-04,29.6,,0.6,70.3,,,5.1,
133,대전,2023-08-05,30,,1,67.1,,,2.9,
133,대전,2023-08-06,29.5,6.3,0.9,71.4,,,4.8,
133,대전,2023-08-07,29.7,,1.9,70.4,,,3.8,
133,대전,2023-08-08,30.1,,2.5,66.6,,,3.6,
133,대전,2023-08-09,26.4,45.4,2.4,79.5,,,8.9,
133,대전,2023-08-10,21.3,143.3,4.6,93.8,,,10,
133,대전,2023-08-11,25.3,8,2.3,80.4,,,9.5,
133,대전,2023-08-12,24.2,3.7,0.8,83.6,,,9.1,
133,대전,2023-08-13,26.8,,0.6,78.9,,,7.1,
133,대전,2023-08-14,28.1,,0.7,74,,,3.3,
133,대전,2023-08-15,28.1,,0.7,73.1,,,5.3,
133,대전,2023-08-16,27.7,,0.6,72,,,5.5,
133,대전,2023-08-17,26.1,1.5,0.8,80.5,,,5.4,
133,대전,2023-08-18,28.3,0.2,1.5,72.9,,,5.8,
133,대전,2023-08-19,28.2,,0.9,72.4,,,4,
133,대전,2023-08-20,28.1,,1.2,71.1,,,5.6,
133,대전,2023-08-21,29.2,,1.3,69.6,,,3.6,
133,대전,2023-08-22,27.6,1.5,1.3,73.3,,,4.6,
133,대전,2023-08-23,26.7,22.8,0.9,83,,,9.5,
133,대전,2023-08-24,25.5,44.3,0.1,89.1,,,9.6,
133,대전,2023-08-25,26.2,,1.4,70.3,,,3.8,
133,대전,2023-08-26,25,,0.7,74.8,,,6,
133,대전,2023-08-27,26.2,,1.1,71.8,,,6.5,
133,대전,2023-08-28,26.1,,4,73.5,,,9,
133,대전,2023-08-29,24.8,5.5,1.6,86.3,,,9.9,
133,대전,2023-08-30,21.1,44.4,0.6,93.9,,,10,
133,대전,2023-08-31,22.5,,0.7,81.3,,,6.1,
133,대전,2023-09-01,23.1,,1.1,72.8,,,2.9,0.33
133,대전,2023-09-02,24.6,0,1.5,70.8,,,4,
133,대전,2023-09-03,27,,1.5,74.5,,,6.5,
133,대전,2023-09-04,27.4,,1.2,75.3,,,7.8,
133,대전,2023-09-05,26.9,,1.6,66.8,,,6.6,
133,대전,2023-09-06,26,,1.2,67.6,,,2.3,
133,대전,2023-09-07,25,,2.3,60,,,0,
133,대전,2023-09-08,23.3,,1.4,61.3,,,0,
133,대전,2023-09-09,24.1,,0.9,67.6,,,1.9,
133,대전,2023-09-10,24.9,,0.9,68.6,,,4.3,
133,대전,2023-09-11,25.2,,0.8,68.8,,,7.3,
133,대전,2023-09-12,24.5,,0.6,71.4,,,7.5,
133,대전,2023-09-13,21,27.5,0.8,91.8,,,10,
133,대전,2023-09-14,22.1,5.9,0.9,87.1,,,9.8,
133,대전,2023-09-15,21.9,15.1,0.8,93.5,,,10,
133,대전,2023-09-16,22.5,58.9,1,93.8,,,9.6,
133,대전,2023-09-17,24.4,0,0.8,83.4,,,8.6,
133,대전,2023-09-18,24.5,2.2,1.2,79.6,,,4.1,
133,대전,2023-09-19,23.6,,0.8,78.8,,,7.8,
133,대전,2023-09-20,20.9,152.7,1.9,93.1,,,10,6.33
133,대전,2023-09-21,18.4,3,1.6,89.3,,,8.5,
133,대전,2023-09-22,18.6,,1,79.8,,,4,
133,대전,2023-09-23,19.5,,1.6,72.9,,,6,
133,대전,2023-09-24,21.1,,3,58.4,,,4.9,
133,대전,2023-09-25,21.4,4,1.6,74,,,9.1,
133,대전,2023-09-26,20.4,35.2,1.3,94,,,10,
133,대전,2023-09-27,21.5,1.4,1.4,89,,,9.5,
133,대전,2023-09-28,22.2,,1.4,74.5,,,3.8,
133,대전,2023-09-29,20.2,,1,74.3,,,8.9,
133,대전,2023-09-30,18.6,4.3,1.4,77.3,,,6.1,
133,대전,2023-10-01,17.8,,1.8,60.9,,,0.9,
133,대전,2023-10-02,16.7,,1.3,65.5,,,3,
133,대전,2023-10-03,15.2,,0.8,79.5,,,5.3,
133,대전,2023-10-04,17.8,,1.5,71.4,,,6.3,
133,대전,2023-10-05,14.5,,2.9,42.6,,,3.3,
133,대전,2023-10-06,15,,1.2,57,,,6.4,
133,대전,2023-10-07,15.7,,1.4,70.9,,,8.9,
133,대전,2023-10-08,17.2,,1.8,64.8,,,8.4,
133,대전,2023-10-09,17.3,,1.2,70,,,7.9,
133,대전,2023-10-10,16.5,,1.2,72.3,,,2.4,
133,대전,2023-10-11,16.6,,1.5,65.4,,,2,
133,대전,2023-10-12,16.1,,1,64.9,,,4.3,
133,대전,2023-10-13,16.4,,1,69.9,,,8.3,
133,대전,2023-10-14,15.3,0,1.3,75.5,,,6.6,
133,대전,2023-10-15,15.1,,1.5,75.6,,,2.4,
133,대전,2023-10-16,14.7,,1.7,64.5,,,1.5,
133,대전,2023-10-17,13.3,,0.8,63.8,,,0,
133,대전,2023-10-18,14.8,,1.3,65.6,,,2.9,
133,대전,2023-10-19,15.2,11.1,1.3,85.9,,,9.3,
133,대전,2023-10-20,11.8,1.1,2.8,60.5,,,5.3,
133,대전,2023-10-21,10.6,0,1.9,59.8,,,1.4,
133,대전,2023-10-22,11.8,,1,68.5,,,4.8,
133,대전,2023-10-23,13.7,,0.8,75.5,,,1.6,
133,대전,2023-10-24,14,0,1,77.1,,,5.1,
133,대전,2023-10-25,15.7,,0.9,74.9,,,1.5,
133,대전,2023-10-26,16.6,,1.7,77.5,,,4.5,
133,대전,2023-10-27,14.3,,1.2,71.1,,,2.8,
133,대전,2023-10-28,13.3,,1,74.1,,,2.4,
133,대전,2023-10-29,13.3,,0.9,70.8,,,0,
133,대전,2023-10-30,14.1,,0.9,72.1,,,1.3,
133,대전,2023-10-31,14.8,,1.2,67.6,,,2.3,
133,대전,2023-11-01,18.1,,1.8,68.8,,,6.3,
133,대전,2023-11-02,19.6,,1.8,59.1,,,0,
133,대전,2023-11-03,19.3,,1.7,69.4,,,7,
133,대전,2023-11-04,18.8,0,1.8,81,,,8.4,
133,대전,2023-11-05,19.3,7.5,3.1,75.4,,,8.5,
133,대전,2023-11-06,15.5,11.5,3.3,64.9,,,7.9,
133,대전,2023-11-07,8.3,0,2.8,55.1,,,2.8,
133,대전,2023-11-08,8.4,,1,60.4,,,1.8,
133,대전,2023-11-09,11.5,8.3,1,73.8,,,6.8,
133,대전,2023-11-10,5.7,0.3,2.5,49.8,,,3.3,
133,대전,2023-11-11,1.7,,1.4,54.4,,,4,
133,대전,2023-11-12,1.7,,1.3,61.5,,,3.8,
133,대전,2023-11-13,2.4,,1.7,58.3,,,0,
133,대전,2023-11-14,5.5,,1.1,67,,,5,
133,대전,2023-11-15,7,,1.3,68.5,,,2.9,
133,대전,2023-11-16,5.3,7.5,1,88.1,,,8.3,
133,대전,2023-11-17,2.5,1,2.4,71.8,0.6,0.6,6.1,
133,대전,2023-11-18,1.6,0.8,2.4,67.6,1.9,2.5,4.8,
133,대전,2023-11-19,7.8,,1.8,67.6,,,3.4,
133,대전,2023-11-20,6,,1.2,58.4,,,0,
133,대전,2023-11-21,6.2,,0.9,58.4,,,0,
133,대전,2023-11-22,7.9,,1.2,72.6,,,2.6,
133,대전,2023-11-23,12.8,,2.5,59,,,3.6,
133,대전,2023-11-24,1.2,,3.5,47.3,,,1.3,
133,대전,2023-11-25,-1.2,,1.4,38,,,0,
133,대전,2023-11-26,4.2,0.4,0.9,49.9,,,7.1,
133,대전,2023-11-27,7,3,1.5,82.1,,,6.6,
133,대전,2023-11-28,3.4,,2.6,59.4,,,,
133,대전,2023-11-29,2.4,0,1.9,66.8,,,6.9,
133,대전,2023-11-30,-2.1,0,2.4,49.8,,,2.1,
133,대전,2023-12-01,-1.7,,1.9,58.8,,,1.3,
133,대전,2023-12-02,2.8,0,1.3,61.4,,,6.5,
133,대전,2023-12-03,2.7,,1.5,49.4,,,0.5,
133,대전,2023-12-04,2.3,,1,60.4,,,2.8,
133,대전,2023-12-05,3.6,,0.8,65.6,,,3,
133,대전,2023-12-06,6,5.3,1.7,73.6,,,6.8,
133,대전,2023-12-07,6.3,,2,55.6,,,0.3,
133,대전,2023-12-08,10.6,,1.9,62.5,,,0,
133,대전,2023-12-09,13.3,,1.5,71,,,1.9,
133,대전,2023-12-10,13.9,,1.5,71.4,,,8,
133,대전,2023-12-11,11.9,37,2.4,82.6,,,9.8,
133,대전,2023-12-12,7.6,0.5,2.1,75.6,,,8.3,
133,대전,2023-12-13,9.5,,1.9,66.5,,,6.8,
133,대전,2023-12-14,9.6,26.6,3.7,79,,,9.6,
133,대전,2023-12-15,8.9,47,1.6,93.4,,,10,
133,대전,2023-12-16,-1.8,2.8,3.9,75.8,1.8,1.8,8.3,
133,대전,2023-12-17,-8.5,0,2.2,61.5,0.1,1.8,0.6,
133,대전,2023-12-18,-5.6,,1.2,53.9,,,6.5,
133,대전,2023-12-19,-2.5,,0.6,59.8,,0.3,8.6,
133,대전,2023-12-20,-5.5,0.5,2.8,70.5,1.6,1.9,6.1,
133,대전,2023-12-21,-9.7,0,1.9,64.8,,,1.3,
133,대전,2023-12-22,-9.5,0,1.8,57.5,,,0,
133,대전,2023-12-23,-5.6,,1,57.1,,,3.4,
133,대전,2023-12-24,-1.5,0.7,1,75.3,1.8,1.8,6.8,
133,대전,2023-12-25,-0.4,0,1.3,79.6,0.8,0.8,5.6,
133,대전,2023-12-26,2.2,,1,72.3,,,5.3,
133,대전,2023-12-27,2.6,,0.8,73.6,,,3.3,
133,대전,2023-12-28,1.2,,1,78.3,,,4.1,1.92
133,대전,2023-12-29,1.9,,1,74.6,,,5.3,
133,대전,2023-12-30,0.8,1.9,0.7,89.3,,,7.3,
133,대전,2023-12-31,3.8,1.8,1.7,85,,,9.3,4.33
133,대전,2024-01-01,3.8,,0.8,75.3,,,5.8,2.5
133,대전,2024-01-02,4,,1.3,72.3,,,8.6,
133,대전,2024-01-03,1.9,0.2,1.3,75.3,,,6.1,
133,대전,2024-01-04,1,,1.1,73.3,,,,
133,대전,2024-01-05,5.6,,1.7,74.1,,,6,
133,대전,2024-01-06,1.4,0.3,1.9,66,1.4,1.4,0.8,
133,대전,2024-01-07,-2.2,0,2.8,52.4,0,1.4,2.5,
133,대전,2024-01-08,-3.8,,1,51,,,1.3,
133,대전,2024-01-09,0.8,2.8,1,69.5,,,9.6,
133,대전,2024-01-10,-1.3,0.6,1.6,85.1,0.1,0.1,6,
133,대전,2024-01-11,0.6,,1.4,77,,,7.3,
133,대전,2024-01-12,2.9,,2.2,56.8,,,2,
133,대전,2024-01-13,0.4,,1.2,53.5,,,0,
133,대전,2024-01-14,1.2,3.5,1.4,77.4,,,5.8,
133,대전,2024-01-15,-2.1,,1.8,50.4,,,0.3,
133,대전,2024-01-16,-1.9,,0.8,53.3,,,2.9,
133,대전,2024-01-17,0.8,12.7,0.5,81.1,,,9.4,3.17
133,대전,2024-01-18,4.3,15.2,1.3,90,,,8.8,5.58
133,대전,2024-01-19,5.9,,3.5,66.6,,,7,
133,대전,2024-01-20,4.4,12.2,3.3,80.5,,,9.6,
133,대전,2024-01-21,2.7,0.2,2,82.3,,,9.3,
133,대전,2024-01-22,-5.4,0,4,62.6,0.1,0.1,8.5,
133,대전,2024-01-23,-9.2,0.1,3.1,65.3,1,1,5.3,
133,대전,2024-01-24,-6.9,0,2.3,62.8,0.1,1,2.9,
133,대전,2024-01-25,-4.3,,1.7,51.4,,,0,
133,대전,2024-01-26,-1.9,,1.2,66.3,,,4,
133,대전,2024-01-27,0.1,,1.3,61.8,,,1.6,
133,대전,2024-01-28,-0.3,,1.3,64,,,3.4,
133,대전,2024-01-29,-1,,1.2,63.4,,,1.5,
133,대전,2024-01-30,1.3,,0.8,54.6,,,2.6,
133,대전,2024-01-31,5.9,0,1.2,46.3,,,5.9,
133,대전,2024-02-01,4,,1.6,62.4,,,8.9,
133,대전,2024-02-02,4.1,,2,60.5,,,4,
133,대전,2024-02-03,4.6,0.4,1.7,71,,,9.1,
133,대전,2024-02-04,6.2,1.3,2.5,72.9,,,9.1,
133,대전,2024-02-05,4.1,12.3,2.9,83.3,,,10,
133,대전,2024-02-06,1.7,1.1,1.2,87.4,,,9.1,
133,대전,2024-02-07,0.3,,1.5,63.8,,,6,
133,대전,2024-02-08,0.6,,1,66.4,,,1.8,
133,대전,2024-02-09,1.2,,1.5,61.6,,,0.9,
133,대전,2024-02-10,1.3,0,1.2,67.3,,,2.1,
133,대전,2024-02-11,0.8,0,1.4,64.9,,,2.5,
133,대전,2024-02-12,3.6,,1.3,54.9,,,0,
133,대전,2024-02-13,8.4,,1.6,59.5,,,5,
133,대전,2024-02-14,13.2,0,1.3,72.8,,,6.9,
133,대전,2024-02-15,5.9,2,2.1,83,,,8.9,
133,대전,2024-02-16,3.1,,1.3,63.1,,,1.1,
133,대전,2024-02-17,5.5,,1.1,62.3,,,0,
133,대전,2024-02-18,5.5,28.4,0.9,81.8,,,7.3,2.67
133,대전,2024-02-19,9.8,16.6,1.9,94.5,,,9.9,6.67
133,대전,2024-02-20,5.3,5,1.9,89.4,,,9.9,
133,대전,2024-02-21,4,17.9,3.5,87.5,,,10,
133,대전,2024-02-22,2.1,3.7,2.5,80.1,,,10,
133,대전,2024-02-23,3,0,3.1,66.8,,,9,
133,대전,2024-02-24,2.9,3.3,4.2,65.3,,,9.4,
133,대전,2024-02-25,2.3,1.7,1,86.8,,,8.3,
133,대전,2024-02-26,3.7,,1.3,68,,,3.3,
133,대전,2024-02-27,5.3,,3.3,48.4,,,6.1,
133,대전,2024-02-28,6.3,,2.1,50.5,,,7,
133,대전,2024-02-29,5.1,0.2,1.2,66.4,,,8,
133,대전,2024-03-01,-2.2,,4.1,37.6,,,0,
133,대전,2024-03-02,-0.9,0,2.2,52.1,,,1.5,
133,대전,2024-03-03,5.3,1.2,2,72.4,,,4.9,
133,대전,2024-03-04,6.7,,1,59.4,,,6.8,2.33
133,대전,2024-03-05,5.9,2.5,2,81.1,,,9.4,
133,대전,2024-03-06,7,,1.8,62.1,,,4.1,
133,대전,2024-03-07,4.6,0,3.1,51.3,,,3.9,
